catalogue_key,make,model_group,generation_name,chassis_platform_code,production_start_year,production_end_year,year_basis,scope_note,bg_market_evidence,bg_market_catalogue_source_url,bg_market_context_source_url,technical_source_name,technical_source_url,priority,priority_reason,confidence,local_confirmation_required,source_checked_on
skoda__fabia__fabia-i__6y,Skoda,Fabia,Fabia I,6Y,1999,2008,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European hatchback and Combi. Sedan exists only in selected generations and must be matched by body code.,"MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
skoda__fabia__fabia-ii__5j,Skoda,Fabia,Fabia II,5J,2007,2014,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European hatchback and Combi. Sedan exists only in selected generations and must be matched by body code.,"MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
skoda__fabia__fabia-iii__nj,Skoda,Fabia,Fabia III,NJ,2014,2022,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European hatchback and Combi. Sedan exists only in selected generations and must be matched by body code.,"MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
skoda__superb__superb-i__3u,Skoda,Superb,Superb I,3U,2001,2008,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Superb. Match liftback, sedan, and Combi by generation and body code.","MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
skoda__superb__superb-ii__3t,Skoda,Superb,Superb II,3T,2008,2015,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Superb. Match liftback, sedan, and Combi by generation and body code.","MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
skoda__superb__superb-iii__3v,Skoda,Superb,Superb III,3V,2015,2024,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Superb. Match liftback, sedan, and Combi by generation and body code.","MEGAPARTS lists used parts for Octavia, Fabia, and Superb by generation and body style, showing an operational local supply and search pattern. Final priority should still be checked against actual partner inventory volumes.",https://www.megaparts.bg/products/avtochasti/skoda/octavia-iv-hatchback,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Skoda Storyboard - official model and heritage archive,https://www.skoda-storyboard.com/en/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
toyota__corolla__corolla-ix__e120-e130,Toyota,Corolla,Corolla IX,E120/E130,2000,2007,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European vehicles sold under the Corolla name. E150/E180 Auris hatchbacks are not included in the Corolla model group.,"MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
toyota__corolla__corolla-x-european-sedan-scope__e140-e150,Toyota,Corolla,Corolla X (European sedan scope),E140/E150,2006,2013,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European vehicles sold under the Corolla name. E150/E180 Auris hatchbacks are not included in the Corolla model group.,"MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,medium,true,2026-09-07
toyota__corolla__corolla-xi-european-sedan-scope__e170-e180,Toyota,Corolla,Corolla XI (European sedan scope),E170/E180,2013,2019,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European vehicles sold under the Corolla name. E150/E180 Auris hatchbacks are not included in the Corolla model group.,"MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,medium,true,2026-09-07
toyota__avensis__avensis-i__t22,Toyota,Avensis,Avensis I,T22,1997,2003,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Avensis. Match sedan, liftback, and estate by body code.","MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P2,"Low-priority retention: older generation, thinner supply, or a naming/body boundary that should be validated against local inventory.",high,false,2026-09-07
toyota__avensis__avensis-ii__t25,Toyota,Avensis,Avensis II,T25,2003,2009,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Avensis. Match sedan, liftback, and estate by body code.","MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
toyota__avensis__avensis-iii__t27,Toyota,Avensis,Avensis III,T27,2008,2018,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European Avensis. Match sedan, liftback, and estate by body code.","MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
toyota__rav4__rav4-ii__xa20,Toyota,RAV4,RAV4 II,XA20,2000,2005,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European RAV4. Wheelbase, 2WD/4WD, and powertrain configuration require additional fitment fields.","MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
toyota__rav4__rav4-iii__xa30,Toyota,RAV4,RAV4 III,XA30,2005,2012,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European RAV4. Wheelbase, 2WD/4WD, and powertrain configuration require additional fitment fields.","MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
toyota__rav4__rav4-iv__xa40,Toyota,RAV4,RAV4 IV,XA40,2012,2018,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European RAV4. Wheelbase, 2WD/4WD, and powertrain configuration require additional fitment fields.","MEGAPARTS lists generation-level used parts for Corolla, Avensis, and RAV4. Toyota held about 5.3% of Bulgarian used-vehicle registrations in 2025, while Japanese brands represented about 16% in total.",https://www.megaparts.bg/products/avtochasti/toyota/rav4-iii-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Toyota 75 Years - official vehicle lineage,https://global.toyota/en/company/history-of-toyota/75years/vehicle_lineage/,P0,Launch core: high Bulgarian fleet or used-registration presence with clear generation-level local used-parts supply.,high,false,2026-09-07
honda__civic__civic-vii__eu-ep-es-em,Honda,Civic,Civic VII,EU/EP/ES/EM,2000,2005,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European hatchback and sedan families for generations VIII and IX are intentionally separated. Do not cross-match by Civic generation alone.,"MEGAPARTS lists generation-level used parts for Civic and CR-V. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and CR-V appears in the local popular-model context.",https://www.megaparts.bg/products/avtochasti/honda/cr-v-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Honda Global Heritage - official model archive,https://global.honda/en/heritage/,P2,"Low-priority retention: older generation, thinner supply, or a naming/body boundary that should be validated against local inventory.",medium,false,2026-09-07
honda__civic__civic-viii-european-hatch__fk-fn,Honda,Civic,Civic VIII - European hatch,FK/FN,2005,2011,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European hatchback and sedan families for generations VIII and IX are intentionally separated. Do not cross-match by Civic generation alone.,"MEGAPARTS lists generation-level used parts for Civic and CR-V. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and CR-V appears in the local popular-model context.",https://www.megaparts.bg/products/avtochasti/honda/cr-v-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Honda Global Heritage - official model archive,https://global.honda/en/heritage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
honda__civic__civic-viii-sedan__fd-fa,Honda,Civic,Civic VIII - sedan,FD/FA,2005,2012,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European hatchback and sedan families for generations VIII and IX are intentionally separated. Do not cross-match by Civic generation alone.,"MEGAPARTS lists generation-level used parts for Civic and CR-V. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and CR-V appears in the local popular-model context.",https://www.megaparts.bg/products/avtochasti/honda/cr-v-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Honda Global Heritage - official model archive,https://global.honda/en/heritage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
honda__civic__civic-ix-european-hatch__fk,Honda,Civic,Civic IX - European hatch,FK,2011,2017,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European hatchback and sedan families for generations VIII and IX are intentionally separated. Do not cross-match by Civic generation alone.,"MEGAPARTS lists generation-level used parts for Civic and CR-V. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and CR-V appears in the local popular-model context.",https://www.megaparts.bg/products/avtochasti/honda/cr-v-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Honda Global Heritage - official model archive,https://global.honda/en/heritage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
honda__civic__civic-ix-sedan__fb,Honda,Civic,Civic IX - sedan,FB,2011,2016,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European hatchback and sedan families for generations VIII and IX are intentionally separated. Do not cross-match by Civic generation alone.,"MEGAPARTS lists generation-level used parts for Civic and CR-V. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and CR-V appears in the local popular-model context.",https://www.megaparts.bg/products/avtochasti/honda/cr-v-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Honda Global Heritage - official model archive,https://global.honda/en/heritage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
honda__cr-v__cr-v-ii__rd4-rd9,Honda,CR-V,CR-V II,RD4-RD9,2001,2006,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European CR-V. Petrol/diesel, 2WD/4WD, and facelift details still require OE-number or VIN matching.","MEGAPARTS lists generation-level used parts for Civic and CR-V. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and CR-V appears in the local popular-model context.",https://www.megaparts.bg/products/avtochasti/honda/cr-v-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Honda Global Heritage - official model archive,https://global.honda/en/heritage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
honda__cr-v__cr-v-iii__re3-re7,Honda,CR-V,CR-V III,RE3-RE7,2006,2012,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European CR-V. Petrol/diesel, 2WD/4WD, and facelift details still require OE-number or VIN matching.","MEGAPARTS lists generation-level used parts for Civic and CR-V. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and CR-V appears in the local popular-model context.",https://www.megaparts.bg/products/avtochasti/honda/cr-v-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Honda Global Heritage - official model archive,https://global.honda/en/heritage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
honda__cr-v__cr-v-iv__rm1-rm4,Honda,CR-V,CR-V IV,RM1-RM4,2011,2018,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European CR-V. Petrol/diesel, 2WD/4WD, and facelift details still require OE-number or VIN matching.","MEGAPARTS lists generation-level used parts for Civic and CR-V. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and CR-V appears in the local popular-model context.",https://www.megaparts.bg/products/avtochasti/honda/cr-v-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Honda Global Heritage - official model archive,https://global.honda/en/heritage/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
fiat__punto__punto-ii__188,Fiat,Punto,Punto II,188,1999,2012,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Punto II and type 199 are separate. Grande Punto, Punto Evo, and later Punto are rename/facelift stages within the type 199 lineage.","MEGAPARTS lists generation-level used parts for Punto, Panda, and Doblo. Fiat is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/fiat/doblo-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,FCA Heritage - official Fiat archive,https://www.fcaheritage.com/en-uk/heritage,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
fiat__punto__grande-punto-punto-evo-punto__199,Fiat,Punto,Grande Punto / Punto Evo / Punto,199,2005,2018,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Punto II and type 199 are separate. Grande Punto, Punto Evo, and later Punto are rename/facelift stages within the type 199 lineage.","MEGAPARTS lists generation-level used parts for Punto, Panda, and Doblo. Fiat is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/fiat/doblo-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,FCA Heritage - official Fiat archive,https://www.fcaheritage.com/en-uk/heritage,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",medium,true,2026-09-07
fiat__panda__panda-ii__169,Fiat,Panda,Panda II,169,2003,2012,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",Panda II/type 169 only. Match 4x4 and standard-model chassis and drivetrain parts separately.,"MEGAPARTS lists generation-level used parts for Punto, Panda, and Doblo. Fiat is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/fiat/doblo-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,FCA Heritage - official Fiat archive,https://www.fcaheritage.com/en-uk/heritage,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
fiat__doblo__doblo-i__223,Fiat,Doblo,Doblo I,223,2000,2010,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Passenger/cargo, short/long wheelbase, and rear-door configuration require separate variant fitment.","MEGAPARTS lists generation-level used parts for Punto, Panda, and Doblo. Fiat is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/fiat/doblo-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Fiat/Stellantis Media - official model archive,https://www.media.stellantis.com/em-en/fiat,P2,"Low-priority retention: older generation, thinner supply, or a naming/body boundary that should be validated against local inventory.",high,false,2026-09-07
fiat__doblo__doblo-ii__263,Fiat,Doblo,Doblo II,263,2009,2022,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","Passenger/cargo, short/long wheelbase, and rear-door configuration require separate variant fitment.","MEGAPARTS lists generation-level used parts for Punto, Panda, and Doblo. Fiat is in the top ten brands in the MVR-derived Bulgarian fleet data.",https://www.megaparts.bg/products/avtochasti/fiat/doblo-platform,https://www.pariteni.bg/novini/transport/koi-sa-naj-predpochitanite-marki-koli-u-nas-253893,Fiat/Stellantis Media - official model archive,https://www.media.stellantis.com/em-en/fiat,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
nissan__qashqai__qashqai-i__j10,Nissan,Qashqai,Qashqai I,J10,2006,2013,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Qashqai. Store the J10 Qashqai+2 as a long-wheelbase seven-seat variant; do not assume body-part compatibility.,"MEGAPARTS lists generation-level used parts for Qashqai, X-Trail, and Micra. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and these SUV generations are directly searchable in the local parts catalogue.",https://www.megaparts.bg/products/avtochasti/nissan/murano-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Nissan Heritage Collection - official model archive,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
nissan__qashqai__qashqai-ii__j11,Nissan,Qashqai,Qashqai II,J11,2013,2021,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Qashqai. Store the J10 Qashqai+2 as a long-wheelbase seven-seat variant; do not assume body-part compatibility.,"MEGAPARTS lists generation-level used parts for Qashqai, X-Trail, and Micra. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and these SUV generations are directly searchable in the local parts catalogue.",https://www.megaparts.bg/products/avtochasti/nissan/murano-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Nissan Heritage Collection - official model archive,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
nissan__x-trail__x-trail-i__t30,Nissan,X-Trail,X-Trail I,T30,2000,2007,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European X-Trail. 2WD/4WD, seat count, and facelift require additional fitment fields.","MEGAPARTS lists generation-level used parts for Qashqai, X-Trail, and Micra. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and these SUV generations are directly searchable in the local parts catalogue.",https://www.megaparts.bg/products/avtochasti/nissan/murano-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Nissan Heritage Collection - official model archive,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
nissan__x-trail__x-trail-ii__t31,Nissan,X-Trail,X-Trail II,T31,2007,2013,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European X-Trail. 2WD/4WD, seat count, and facelift require additional fitment fields.","MEGAPARTS lists generation-level used parts for Qashqai, X-Trail, and Micra. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and these SUV generations are directly searchable in the local parts catalogue.",https://www.megaparts.bg/products/avtochasti/nissan/murano-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Nissan Heritage Collection - official model archive,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
nissan__x-trail__x-trail-iii__t32,Nissan,X-Trail,X-Trail III,T32,2013,2022,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.","European X-Trail. 2WD/4WD, seat count, and facelift require additional fitment fields.","MEGAPARTS lists generation-level used parts for Qashqai, X-Trail, and Micra. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and these SUV generations are directly searchable in the local parts catalogue.",https://www.megaparts.bg/products/avtochasti/nissan/murano-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Nissan Heritage Collection - official model archive,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
nissan__micra__micra-iii__k12,Nissan,Micra,Micra III,K12,2002,2010,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Micra hatchback. Regional sedans and other market-specific variants are excluded.,"MEGAPARTS lists generation-level used parts for Qashqai, X-Trail, and Micra. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and these SUV generations are directly searchable in the local parts catalogue.",https://www.megaparts.bg/products/avtochasti/nissan/murano-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Nissan Heritage Collection - official model archive,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/,P1,"Include in v1: stable local used-parts supply or fleet presence, but rank below the highest-volume core models.",high,false,2026-09-07
nissan__micra__micra-iv__k13,Nissan,Micra,Micra IV,K13,2010,2017,"European market, year-level precision; where included body styles overlap, use the earliest start and latest end year within this row's scope.",European Micra hatchback. Regional sedans and other market-specific variants are excluded.,"MEGAPARTS lists generation-level used parts for Qashqai, X-Trail, and Micra. Japanese brands represented about 16% of Bulgarian used-vehicle registrations in 2025, and these SUV generations are directly searchable in the local parts catalogue.",https://www.megaparts.bg/products/avtochasti/nissan/murano-i-suv,https://automedia.investor.bg/a/2-novini/63923-eto-nay-tarsenite-koli-na-staro-v-balgariya-prez-2025,Nissan Heritage Collection - official model archive,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/,P2,"Low-priority retention: older generation, thinner supply, or a naming/body boundary that should be validated against local inventory.",high,false,2026-09-07
